Name,Tier,Points,PUUID
모빌리티#NA2,MASTER,176,Kdh5Lif6PDfQqp8E0NgKTLDT89i1lAG8a2ltFqM_OdT7nOwwSbAtCHFt3evLK-WTVyWHlY4P5sbujA
Thats Not Lethal#838,MASTER,176,vnNNZuL-HVXKadQ_bAmUUPe7qUU9M7rPng2iqUlBC1RxFArJA-4gFe9x72ri8LlI39oqPaf7P5lmvA
KemcyKemca#NA1,MASTER,176,gOY82i0N2gJ_xzfuXPZnCsc0n40cqJnWsEmJq9LcqFkzJkjKRo5HVjZK5w4EkyN9fEU7-HJ4wr7O2w
GulagTravelÅgent#c0pe,MASTER,175,rYvr5LpxLB1yiuXEz6GEtCoIQCsGuI_ClLqZVYdwKfAwtQmKIhyNMx1EB9SMbkQ-NrSBQncorX0MEQ
hillbilly joe#NA1,MASTER,175,CD3DtUcgZzBwHSkk8JF-rYUx0UoZ-_8xMmQyep3d-snpfmB5W-uWrNLHZDRU6bobxYkXHE0ZSE5okA
Húnnìe#1738,MASTER,175,mw2X1N2SX0bPGhfMkuhwtNTM8vWahHEoDbF2BY3yNGFmLTNOjAbcdAao32GprLPeeqF_8v_J_fytKw
Hafu Jr#NA1,MASTER,175,2E4lf4yY-wRI5KT96fC0FlbgWhA-Ut6nS38gjDFRk5r7JIvFQ5KAFwS_Xqzd5MAig2XZu8tgypklNg
SOLA REMIX#NA1,MASTER,175,V_veRlaquu0rl67h7SNluzbRSjm9Y3ADEGxgcUVRkS0g-TK21q7bGUu-YaQxUbkBYVxMT4dfNl_KVg
PYKEMIKE99#000,MASTER,174,qwnSmg5WO-sAbNIkYGOKFvt5l5myXPII3Hv76a6L4aUZaavOm_tBTjma4Eo_r41j2lFrmZE7GCiiNw
TheSkyfallsforme#Rin,MASTER,174,UKkKuai2vbXCytz-oM8lIhi4_Bfjdbzkr8hviUx57q2OJnkxyxJcAZayaM_fB_5Z8bXDNlz5v8EekQ
CC Arctic Myths#Myth,MASTER,174,ZxYwzWMlrXrE1sEXLHaENw82gnn4_zoYnKjVFC7ISsZSBpvO9Se8vQz-NwDVfhHTgJvx1jpFqwm1Pw
ioan#NA1,MASTER,174,pcaJBKb6ntPMRTmCDw3XUSzLWa-ASStNGrpq3feJg1PxI2n4sygYRGnL26QDzlxNXxj36Xsmmf4BxQ
TomJedusorGaunt#NA1,MASTER,174,CHIxmvCi0eGe2LeBx7nQlp4vD28hXjT0bjk2yZlK0YtKvowKM4No7avRG2Bnc0AVZVFY8xJiKObBdA
fang#5938,MASTER,174,-I46f-wt1CJt5D98w2FGmWpuaOaFV8gAPHLQAJqbkROGFz8QfX2UA1fVeptBKTb9bHDsg23lQrh8xA
Dudebay#NA1,MASTER,174,HTThfnxuIjFl2DK8sBqNvV_YqdLIix2_nkfA62ArjbliYbE0mndorfL4BoclwH0r3Okvm62hZCyi3A
Bzhang#1738,MASTER,173,YcuwZUn0SjmGb67MxzsZHZzp1I3-iXukoDo3n1f87ynqy0w3AdN95tIxFFzzqvhKndc-ViAAsYxh2A
gemi swift#NA1,MASTER,173,LSOv5SJAINPwPpAZzpujCM9JLOK8qFNf6kzb9wkWqIlyS325Tm6WHEaFmfDVMZm8r6VqKQu16AtOQA
Enver#Hoxha,MASTER,173,wiTNXsQEIKFVNtHoimi3s_82W-XwbJPBg32ItRjo5m6d2hasIgpoSBBxU8H244hd6ZblOi2MOxuwUg
Halichmonar#NA1,MASTER,173,-sM_PFmNxNzw57yi46kD-CRBiol8HN5Jq2h9dlqaF3icgLvRkfZQv8WrpxXDFK8uV1BysCCpPoFPWA
Lilin#リリン,MASTER,173,jWyUdpdS527YEf1Vov5SwFLq5Fc_aLcUMCp4gNpKjZ-7U5teXTRN4aqq8m8ZKFYqJWXEJcgd4H2utQ
Mio#崇宮澪,MASTER,172,ndh2da05FZs0I_Q23V2JLXnM6Cpg1_GB4HE7mlwHzKCPyu8mc00h_1Z1YxdX4bDqE3CbUG0mr2wKuA
l Mute Everyone#NA1,MASTER,172,3ece395r-Pxv952HQB35A_lDYs0hdL9dHy0L0IEsclkfjMEvurJWryfQt8Tkv69xSbJ4lFa6iHpLbg
Perfect Cadence#NA1,MASTER,172,MPPfx14Wz5ZvWfGKzAaV-0FVb02FulgTGirP96RLbD2wYK1956Td8xleQRuvuv2UPxwfBP6lbZ2rqQ
Zythnn#NA1,MASTER,172,pddyZKJPCri8vuxNMljL0SOVzDvBscpNvCjbfndd6AbRPyO2z45qpNPTX4Nl773A7yoQMF2B4ANsXg
Fruit Eater#NA1,MASTER,172,v-nUcig0Whd1zPKNA5_mPsG17jxNx04aV867r_lCFXPlp7vF4zid99Iy9tpojucA11Be_xZFDSaUww
魔法娜咪#emo,MASTER,172,NfJgNZBUAZ6jEJkxKRPCJk4KIfmN2wtOa0RbOW_QUE_9rkns7zgG7J5OfApMZsDfY_h3e1YTPbZTaQ
Markuseki#4444,MASTER,172,ojKq2KJDtmo7QUqnCq0-Jp1FklUiACUmDrVX2zfOfVgaR9oBTq11_VTZap4K6YgOhuovQCCfOq-rpg
chickennugget44#ikms2,MASTER,172,DCx_TsroEFOIAnUlWlygG71TS9wV8cGBnpnMaRlkUPUD49mT5utcuRc1A-ZJZmsbQSbbIrtm48ge-w
ffja#NA1,MASTER,171,2o6sDl9Qce5s7IauwlNCTaY88tczcCCjMSQL5y0Axl2dxDWyV1Wg0NHevICIiu_b0KeexhUWo-fd0Q
Zen#0201,MASTER,171,bbJ1X-iiZkVffNLu_wPZfZP7Q_t7p9dBvsow6BdPo5ucObR9Z9V4v6bpkZw4U7joQI2KuyeV9XnvoQ
SHU OlperQQ#SAINT,MASTER,171,cURymWW1hr_PN_6ZQKVyHF6RnTfRxrWnlB8FodtYH0-xCYqy81fkTV6tFIuAKEz3kKy50sQ5w_JrtA
Thermia#Tark,MASTER,171,qkumnmdRg0C4YXJE640ME5QpW0EiQp9cSWAoVZRWdhkah7oCqXXPRwvbrYqXwijv3V32JB3PLWCOgA
Juney#NA1,MASTER,171,ExkXnL2jnyCCDiI18Ex7PBczE3BfQMDJFhLxT7xmOtLaWx79zwupWSIFJwAn1I4dgGfT4dDYWzl7vg
Zakapee#NA1,MASTER,171,T9L9Yqt9AmfjAsqT0-ZLBpj3zxf1K4zr5N7yB4-mDY6P_Z2WodyJFtKhRRg2liorhiaTHKtcoIrl4g
Zemog#Zemog,MASTER,171,MGeEJ26ncapBl54pd_ndCaeBMahdUKD3BQuBsEkmBALg1yRmWrPvw3cD1QF0H7QmqVOJyQE-d9ZFsQ
conquere#win,MASTER,170,Yqsokrh5lOnVfuTwyLmWRBPu-pR2z_MhxQoT-Iw30mNPHGKQcwUKGPvzpo12Mxd3zFZzYpX3HQTy9w
lambo#lamb,MASTER,170,GoeD6beGKS8SjYD45p1EB87qDHzLk5tlpB_v1F_q_Krvqp2TmKENgKef9-q8OD9QuNQVMwrtVGZ-8w
ROGEMAN#4342,MASTER,170,se2iw0o_ArLmUmyWhVZdk-SAuh9DkCvsfOwYbBVNlId2Lali98elgh5PWINowPe0wptxKtZY5oKzDA
Double P#PCTTJ,MASTER,170,CG2prs2WTHHQCOf-oJqeTVKMnuQdxM5Md3Q-h28WYMjic8TGKriJ3RF9psF9SX_0-pvSvy6G0e1XrQ
Metro#JGL,MASTER,170,2KKVOPe53QKdxHRekEmJBMSOVkSGyWIB2xkpdLjLlY_AcXKTWzBj7vD5ZWv8oNbCPCp7GPnMCpZJ1w
jxcvb#eve,MASTER,169,zjKL2DodCH5TYbgo5FIuh5C4VbtE3EKlSy_tpCPWe64FXG-CxJqc8FRBdCIpKhCfZ-ZJm_ABI63SpQ
AirijkoTTV#HYPER,MASTER,169,IpkHXm1ZYWosR94l-JsVqxAS7Nd0CAimWAOAl5RKkZNvUKjIo_8dDfOxszBRXlalgi0H8B81X0osgA
你真的爱她吗#111,MASTER,169,bTTOU23h1-9Q5lAeA0tetAsriwvTSsfVimj3kBF06IjG6upxpYK90Y5pnThR0fv5Cqa1ags10h_rUw
Yøgu#NA1,MASTER,169,XfB-7X6eAzcvHb_gZb5OFqfSt-_yaJ1wklgAIv20t-ovcowoHAYBC9c1EoiFeJ7iQfS3jO0JS9JieA
ilovesmarties#NA2,MASTER,169,zu-7id77076-gmz6meMSYaI2PSYt-WpT9Xm3ZC5K5NJ3ozqjzt9vZyee4beVrG-mDPEO1xXyONIfDA
OSU ONLY#NA1,MASTER,169,iq0X38LXlDb-KKa3ISK_juWyHdPzvjvqX2_dUFmRk-XfGxcLOp6nGMPKWv9YcL-1uSSryzGHe-ZdSw
Chompi#NA1,MASTER,169,oE4Au9C1cMkPk0u0TQkSkWGaBSsjvXu5cunWrmUXTXPkvYH_FTaqhHVJehfqyuDSqRXOhLM4Upm81A
Parnellyx#WICK,MASTER,168,j7mKqKr__2dyVToGYZMP7W_Y3jW-3XT9VJiVk-TOHsRCv1XVf2-tZMHcje4JS0RNZHYAMIygtngHoQ
goongi#111,MASTER,168,oF5td2e_4nxZ9ZJO9JRV5DcAQuWW3IVSlmoZTZlHfjh36Yn3nWzGzqPJcVDcKByzmksYh83Pd5U04A
let them know me#GUCCI,MASTER,168,S4Xufpfa4kKqv72tjPW7kfDz6HD08_m6_k27aqy9GibOGnHhMUxQum4wIXZRd_y9nCbb6lvmNKnjwA
Rahmizzle#NA1,MASTER,168,z3-pUqAkM3wVyFOInSp3Ts3f_Ja2qa5jzNxGKVYxNZtvh1h7cQI50kv2iQ5k1z6yexpK4RPJPXwBuA
잠 자#zzz,MASTER,168,S_NOXIMd5DT3PZ5F_3j6JeMP9sDxJscHd-3lZuB-EJDJ_3ba8oDT-79s-wQ3-_Q59i0iLojdmJWyBg
IAmTheWeapon#NA1,MASTER,168,8kqTFIe8j89rCKvEBpOBwtJP_C4IHCFknWJZ86twvMrYfEExVHxx2IVixI-mv0_bDkyUtGdls1SzeA
stinkyfinger721#NA1,MASTER,168,hz8LzoOpiWsoXsG5RAwfdJKxXJIeypzU035HI_mOn1JQgn9j_kIL2SDSWlWodYV8y0hQO6I0zePIBw
HlGHTIERHUMAN#NA1,MASTER,168,PQRUvR4yYbueY-WI3yC9p7kj-IJnE_9hwE745gP_U3qWuL7TCPIwCe11HuF36ae3HYa-jlr4Z0NVew
Snowball#poop,MASTER,168,v9RDEodpXjvhHWI9k2sYi-nKFb58S5TSUohzAhEmaY9TF0EHmO3Gszd_2EXJE9gq0zLubFT3CG1YGQ
you are lonely#FLOP,MASTER,168,gvn0cLr1GnFLBbku8IYsmyprvMkif7DC9E-RaAwRsquXNe6MkjodSI_g3WKj3DAl36xCuEIBI9YzxA
Totoy Golem#2005,MASTER,167,6FgQJ0AE05W86l_WyXwuVy_iSzHGTMtpFhnbx9Xtlim97Z4R2FKHa7veisrzYt1SyZmRa4Zz--Q2NQ
l am Gundam#NA1,MASTER,167,Wo8lxbBHiyYyDM77glbmKNo2dBjmF136vLC0uKF1NxwEe-JaCk9SDiH1Ewxikv_wNQDJwpZhNKfa0Q
DarkDragon48#NA1,MASTER,167,79oIj78VMzrleUNpcgj8s2ki8P4rUiNubra42lH7iQQBnp5bCbilSYWRtuQ6pvK9dEO0u5BEoxxA6g
Popryling#NA1,MASTER,167,fHyjS6J61qzE6yh0eNbHKeP3-gamC8HyQdLV28lVJS0IY6CIIveppksNsUO0wdt2BoqvyDfL7ZRs6A
basiil#leaf,MASTER,167,gs_iit341VNzxeokjxwvI6pKXUVeN-Pvl4GV62ko7U5re8tAlyN-erptnq0sqAiExN4gAgLCc2176Q
Giorno Giovanna#NA24,MASTER,167,GoPXdvBmWfcJBu8y8gM8G3u6DSVheQ24d9aaHpsAmyvFDkjrmEcf5MtsLu4inoYpD62DljKQYlxaFQ
helper#008,MASTER,167,CKxB_zCYWDCHLQlz6La2Go6YJgTz1EN3Il14qdydAmOCG-_YwWuAFC_JhtBM6YXpKXecdidJrJl4SA
Skyward#riel,MASTER,166,2IpHIO21R0LhjqGNaFhA-fHssrEh49gKZO87jmzO36XbIYZ2yc-R4w_X9RdMVLWThXxuVsUBOhOs4w
ILoveHotGirl#我爱美女,MASTER,166,BlBlfAPQLz9fS8eGCE4-lr2vJX4Op0VEuQEmwIHHeOiBqonl7GWwCFG50oBVs9e7L9y53PDLpIOEPw
WhyDoPeopleFeed#NA1,MASTER,166,mvJJjLmSQToFofGpWxpuJweKlxkYjwl4mFKVs-267B_GcdrYJT03hmEbev_6w04wlDnmEoxl0USLPQ
Pukesoda#SOSA,MASTER,166,w6ZBsis78hvscch0ovhVBr0V0V6tAXTr9XtAZfPJILjsMYl0Eafl0vy4rLarqtjv_mkamStYjagHiw
Alerechem#0000,MASTER,166,ZOMaDF7wTRXORHthL7pIKgZA_qmDP_j9TaDEbcO4w7QC_Q83YkCxejxsW1cD0s8LT-rYNsyZS-Em1w
Ìncognito#NA1,MASTER,166,WYqYQsCzN0kkkDHbM7zCqhtKhvEE6yzCKilBpSUSatxYSfV6gi_3at9fJ2LuB9lf0aXJCoVMoYIUWQ
mohawk#NA1,MASTER,166,w7PZdnmw42CIzP3rMLc6YZuwE8ZI2GdBw4PlPBh64qyk8lgv4Mltn2DFsxe-Sv65hutJrkdG6DeHwg
twtv fojtv#foj,MASTER,165,S72dI20A_tz8gKPMeiRDkX3DAp5vp0_XcDv9AwfhywWUZVpcqGO-24Td59tsOdY4FBsDTHh8GNNOBg
Giica#NA1,MASTER,165,bUDnSTfgQO_XmFio5mQycs7O8gEQusr-KDdCCj8zARjx_Q-ln5SLjJBxddwMxd8zrUwUi75B66BxQw
asdqwez1221#NA12,MASTER,165,P_n2XnS3_QBrM1r-VvmFt9qd_A01c_r8ItPVYx4ik3X7LTwD1-2JUP32ru-3P9KnK-M2CpDSF2mORQ
NA Best Player#23421,MASTER,165,D-v9NNmlqeLlwgD9p3wmc5_vwpNXObGR0pTgYZFtCtqNyZA6I_VyIDqZDj3R16jVICnK_qH1LuPU4A
Aiko#wyatt,MASTER,165,0HFgceUdCt7XV2qvW9LOqr-VgvbihJKe-QrFYYB25QH66SsO9fJlF6Gx3D6sD4KBkROUv6lT1gdU0w
danshinwithstars#NA1,MASTER,165,n94vpV8dGCckfjtSQC6YL4IQ0DlCxRNK-EcSe7mqxkogTlLEENhHZLb3qtBsCxnJsLWWefVr74F7Cg
Corazón#LAN1,MASTER,164,w0EVkTDU-ilfx2klfFR7Cb4qa0x73EHDG-cqXu0zMxkx1Pr78xroG6c1C8FCZaCawe_AxKdAiKOSfQ
fartsniffer9000#fart,MASTER,164,uNxhMrdPtNL9q8cocsas5nwzC4LR1hBaZCUmasi3nELpNjClGGUc_KK09HB7HbkqVq0fDr6rmosnWQ
thot kogmaw#0000,MASTER,164,oz3q85Ad2GT85zhEDAbbnSScbVEfS9cmLJKZMGXMmtI7MDYnI4SR21bUyJXoVbyR0mMkV7lqyGOksg
Doomtrobo#NA1,MASTER,164,zbwayGJHdFEm7vnWpqjNRcbSlN8Qp6N98ndWaSVj7TPlm28_PAR-XaHH_B1fVC8AkojnLI7sK6RtGQ
PYooni#NA1,MASTER,164,aKKG_F1GSinJp3570tLTdMN82gFL3gq0Z9mgmNj75g0vbRWvMn69KH38Z70m-ZSKUqlHzaxrlVL1fA
low priority q#NA1,MASTER,164,Rk9xrB2-8ORH-szMtpJtJzFzjCxGjCAqBmHyc0OA3AR7AGpSSmmEfHgq0lHSHD_outtwET1GwfKDYw
Ay its Jake#NA1,MASTER,164,G0bYElK60QHrlt-Rb_Ab3PMoZgS6cRPp2GF2yNfUTOlQlSxyno_J2n4zXHU4iHjRb08FWRCPGFuUhw
pls be quiet#NA1,MASTER,164,0QVveJupG1ke25ScU70P_jye_eDl9ajbsGEhNTcryWw2iaBx006VnWzpWhvNwiarnbYyt8Wi93mvZg
FrostForest#NA1,MASTER,164,iSe776EaFjzMb5vZ9yh9DMiBhLp1RJJ2EdnrpUOLi1s7ptFUw0dlfiX6AHnZikU1yd1uhbWR5fl1TQ
EpiphanyOfLife#NA1,MASTER,164,m8LzTVALAXp98RZX6yIE1G1IvsOWgKqBblxsEa0qhjpHWidS3ycZ0xti5gWBZoojwoA2DlkX-0tl8w
Superhero Man#NA1,MASTER,163,kTnSGUZc_chtRE55aQdhKrrbeHLTj89nKbCVxqvqu9VSs3coQ1BzdnFoLVVxgx9gNpia1LoK577JcQ
福建天才枪手#zhp,MASTER,163,QIj9a35z81ZiIFTBbRsOETBbHuK-4t5wCeby4H0dJZpvZ1aH7ewCS7D1gMMrrZ68_6BqqlPFJPLtvw
Arsenal#ELITE,MASTER,163,n0ZCbGEc4By5WBaWrKb5s_IBbDuTItv22uVC0hsb98m8h9FlGlCStOMlSSfP1ujg4FBjXZlAAtCEZg
Aethal#0803,MASTER,163,rSjDadAgzhNEAjTXk-Pk-qwREt4fQlk_2feft-_XXPEwOyEJLLYoWhNDPZ8GJRDqPSVoICeRz8z-fQ
Detention#NA1,MASTER,163,-rnXwDlTkanJrF_NoOsfo_zOKCbzUYhuZu67jjgC4T-LWzcG9RVAgxCUdBja5PQl4kdXIdz6PAi69w
wreckstar27#pix,MASTER,163,3kxeL7vhBV8N7v8Sl1eGzC-kyDMMCl4V1ft35ExuVCDVjQJ89S89OqtroFovLjnWTzT35xh6WDaeEA
Flafster#NA1,MASTER,163,Bg1exvMyB67n7_sPrljHcEgmBX6kdIll23OnMw4X5a_3ipo1qHiwXRv3dXPyjUVMge_JhEStx0dfdA
말이쁘게하자#0720,MASTER,163,jHjboXlkyoNoHVq2lNL34roTtJg17yetjXMY33dWit6_EEvY0nhepBM0c-r8UNLwMMaFN-jmWN68Ww
Pixelen#TNQR,MASTER,162,L5b36cIMLgexHhLm-LkNgvwFsLWzWdNjgP7Ax7XZMnYBUlHRKH-XD6LQjta1HfXbPnW6IiONxxbJqQ
Ball#NEWB,MASTER,162,3VBYkhkN06Bc_BOm7cQovkluv0dt4AILmvcZJmlU0-cbe8IOSXOHUE4gG49rrC6Dj42gA4ncL3gXVQ
OpenStephano#NA1,MASTER,162,L9YApeSWHTsd9IuttTlJbkcCnjwmfTyFOtNW3lCtG1AEFwG_pE6rdsWs92oJDUidG_QA-1eVn5UHYw
这辈子只想当姐姐的舔狗#又菜又爱舔,MASTER,162,zHZYRSV70S9L8SoKwFl82Z9GyseJ4AbEnS00d0fHt_g-UNbmmkqsbdpm-3WxfnCrLTAupIs77NYdbw
zeptogram#NA1,MASTER,162,-wqeqcb071ehF65LVKST5o8lcqm8FgMYqauw6RrdCOrzoGJ0L4shYdSMgQ56Npjesac5OlXlHOoXrw
GRIZZLEY#NA1,MASTER,162,hQNPGD2ODyGIFOA0kWwS-zT2KvF5-aFCBAXeX4eJLHUqod_59cqWJ_Mzay0PfIMfqpNzJagN72i6Xg
Power#000,MASTER,161,MwHmVLW_0v2RdRmSmlAcOrUF94gR8-NEEAICnyhgVJ8MAJ9SBL9xlfkUU7N-GOpE3G8yADpM-RJoKw
serpentshadow299#NA1,MASTER,161,2inLCEZVuyT3ij0Pl3DWAXavp4LwiqnT7Kdv8yI7XhQ8D8YOJQLnsEXt3O0xWfdhTZwTp3Ztcxr7hQ
妖魔鬼怪快离开#CN1,MASTER,161,soUEqmXwMQCC62FF3t-sBIN-b2Lbi8NyDsMmqtc5gcnB_7hYl2qtEQvrPH3lvYh5WNrgohm8dfmd7g
910#MNGLZ,MASTER,161,MeuDpzIFNlVX5U7F0B8fnrajWAfoAKdDb8Ql2J3-_EP9wGwoHCqUKDjVbSlGGX5SSbp8ZAFSsKGQVA
Warren G#SMOKE,MASTER,161,fA2Eig4LJo0qatVM7XovzoULXNQfRzfGX3J7-g0P0XA2jNKeDTcaQYLVwgRr9sJHdfO7FtnHSBq6Cg
TL Honda Yeon#NA1,MASTER,161,cTDTBU_W2sZY4qtVIEnVSzNmGDevWVfxGAedJ2Yv2a45s0K2NP4Hy6wW_ALrJIrhTzEhG8n4U5o85Q
1376#NA1,MASTER,161,ycHBDPSxvF5Bktx_ZqdrqTXhsByBK029kw-t3odi01MYQRN--QHjV30Kc5WXd8ceGk07mDqhPZfNvg
从神圣之光上#光皇帝,MASTER,161,XUF6TJf5irDBdkb1Jhw_3kjj6PLtV9dmB63v_HyF46kMrrgXzjtJBKIMWt4VUTZpsRYyAbflqTQpgQ
Princess Juwulia#sona,MASTER,160,O91nBpG_7J5Muwx62KislsLyv3iJmwMY8270cgZHd82eS-x0vfDp9Rd8RCfSjE4i_P1ht0e-Z9v9mQ
Focus#heyge,MASTER,160,ngBEUx8ReGG1ysOANXIvHrd7Ge12MCMmNETqWGe6ch5qrJfxPWWdhLuhfYJ3OLhzjdBDug4gq60nWQ
buster131#NA1,MASTER,160,I1C3wUDJTg6B6UO0ySzMugRXfKh5U-HBXYgTl4RfmvfJ-jbe4Ii3CouCSVOeLUD1W5-kqnrNeKgNAA
Spring#Syj,MASTER,160,L5-wewue-GiOZp75ANF2ircN92nMi3OrrGu7ZLQhnVhYhW92HvShiCfNQejJz5Cg2RZ0rwGp17TL6Q
kishokai#NA1,MASTER,160,PI4DE41S0JoYYFu2_RWEB7wa1oQVM3WTExJjxccG3xtlWzdHRpzS_FK6vkhQgnHk3zxH5oKjJkJ85g
晒英台#蚊丽叶,MASTER,160,k0OHOK6qhSZT9JW3DTEWNsXvHEwsfuwQQvYbBG_hhMPPRxURdk1GuljOGWyCgjnyrZIiOgQeHeQllQ
NoOneHadThisName#31072,MASTER,160,l5l-xFl55RbyM4092E42dU-Yf5JrcXH69WYoUilwxbei-T7ZVWn1UxoGBL_mKMkPNE_lXhCL4Q834Q
U Never Loved Me#anna,MASTER,160,E-colhJ3Yxtd2RUpnh7fp1HGsqSP8EIMgJEhTWhEFFA3pVie-Qh3HU-Td9ZpRfDuh9Wjkgbj3R7OiA
triple axe#1738,MASTER,159,L1uXsBxJAKpU68znFoObhV6lBLCZeXglWD1G7REwLlJB4jJuxrjVmVQH2n92TNAXEgBdf9bnjkGMTA
kargnex#NA2,MASTER,159,i9Yr0u0FkHZCAQUPIqTvWKcTyS7n0csAybRU-fX3hZryP6mJWjfFpsTNbkEqsV9wZXm0sYTHjezUMQ
WhiteKnight77#NA1,MASTER,159,owW7bA1Xlt0IdrNY6LDacSlM7j0DE9M9Dyy2WMINZzLCQx3h9v1jgJwjPuyMDhiL_XK_CBg1IVEcfQ
Shweeb#FOUR,MASTER,159,560xU0eTRqZv8rp7hZVRbMTBUEAtb22UpWoBSRsXjuOqEGCOXgLCazkECyzRdc2w1FRXYOyhOCL85w
Book#high,MASTER,159,UJRufYvMmsPMKhj_S5wXpfl-F8zFAx8VAR7nmkFLsbniY4-zj83Ks4eJPRr8ChLwP77Q9cgsycJ6OQ
IreliaXan#Flag,MASTER,158,MHm3XE6FMtsmlc0K3NvtZOQgz_lGIGXEH56v6BW8fEF2YGcOZlNrGLc3HpzzpDnJjTgwJgJnn23tMA
ZRary#Zouzz,MASTER,158,AzYxdH5xwc_wbUYtxOAK60TOZh0vgm55H-CO76ljZtjPc4qUfvGes1KGNUqv6GlT8afbbdnaMEa7YQ
Angelis Rex#1117,MASTER,158,ZvUbufQFQ2ghemeW0V3D7-jltwX1kWRKOaHt7OrzMRkOrRqdKjRGmrES4m0C-SrlAn-ypO4kQt1T-w
Divine#Agony,MASTER,158,czYDxEtP6zOZxyneY4kTdkGpbuI9BI3hZw5uAEQXrFpGC4RmzUWq1SS0mmFwe9Dsr-fvxtcvAQJw9w
RealSchon#TPA,MASTER,157,-7zISdIS7bexNjKYCrA6aZrMBnUp3uffcu9wEbPz0P63xMnsPYUu7G26zQ-GYvJGX9g6-bkyTyNyRg
The Only Hope#00001,MASTER,157,8VPXQChU9PY5Ri2T01D7J2CnTqnLf4RO3ALBYKRUREhNHEo6c92cUV7CAaOaQgSNj819bE2dLdtQIg
Carry Hunterr#2509,MASTER,157,9MO6uqLvDIoB_59HG1g6P09-VWzKiLEeA-KTg2ch_covGpRGKJxpoveeJWiitr23gjer0jl7bhQn_Q
XAVIUN#NA1,MASTER,157,uAiTKChAlRrN5dnXi4RKoCdIErqifsZLbJZZu3oLUcYKOnh01UmGaz_kh9EnguDcDgUTVwu4ffxIXg
Blitzcrieg#1940,MASTER,157,2dAZ6aIZ3MQ5jgmlryajQGVOVTkLuJePD4sJKoIVhDXy0Bp48fqzvJjtRZpCqrHSGfI0XWm9ZyeAoA
Leemo#NA1,MASTER,157,b0BXL3VZPXQSxFUuRfzXlNuWeFk08F5JO8xf4MDkRgxGdQEJvB9PK4S2mH9xlbzNQZubcfqwvyIn6w
MONSTER CHAD GOD#2740,MASTER,157,9B-B7B-tksHc5-i0Z_oaH3wlHk4Q1T_Jzpy7-TflPYQYP93rPHLBa64kRzbFIiDMZDvghs3isRBf1g
169 trick#ABCD,MASTER,157,OE29MThzyk6734aNUaMVaNPnJcW_-LamfsJvCPC2XnKp2yOGRHL6CoaE6s4aJF7Zc-Ux-UUJwXwZlg
batashi#kelly,MASTER,156,Ljz0RdX0z0Ph0eQjyYjf0QzVomEaqczM21-5LCM5PhpL8-crmb0lDd3V3d8W9Jhm1eXXarnFCkMGeQ
Domoclin#NA1,MASTER,156,W9BahLHouu3V1QswDLjFTcY5TcvJA2_cYw2IDxrVEOqXi-bj7yqyYInCvH3-wJmjKJjU8TxrAyUD1Q
forever#heart,MASTER,156,dLcaAJW9QyWiT8GReT1m_ggest9vHqY-OILT9XBODSJrZlihwZEJE_VRJaWujGvcp_TL6cEnuikvxQ
MOMENTUM#MMMMM,MASTER,156,ruLZLS6pvZ6ltrwboSYZKeloHpOgqwNpMevnqs2Cz8c4xYV6mu637aPjmj8NoPPRdSL3PqIeR3UqZg
vakahino#NA1,MASTER,156,MMlOaos-G4JaaIM5EwPjRTRkIZ74dStuab3DYNXzW2GrOtuQvt2zfvUifbIb1Kdjj0UPvrChtSYbtw
evandabank#NA1,MASTER,155,j4jn2d0j7N2SZgOKSKQSpsZoaH0KfBbqzmfFf0BXdYXW9hTRlJsGjOTjxxD3cIOdo2kvSr8DlGABXA
直接坐飞机去你坟头疯狂的偷吃贡品#404,MASTER,155,LfCVfy6K0IoEjFSEGwWRxYIc24JkS5F0xXDakdk6QSsMfTcIFgjY6eVgoq9ch0Peqy2_BYyE9wUA_Q
Lucid Poro#NA1,MASTER,155,dCHQEOaonVdPfTmPDidnuX1kEawh8fXomPfJEU-htJRiEbYQdq249aQB4pKdSRVl3zxdd6Xcy9P1qA
Brando#NA1,MASTER,155,wL-FRzFDRXayB_qeGUDTV2ZjZ2RhDw61Q0bCQhDAkICXjKo8HzLR68q7JqX7qfpgFmHI0V6nEgZ_cw
Ivans0404#LUXSZ,MASTER,155,HIqym1Y6DYhpCREndVWOjen-wDCgZq_qMejyHuPJ9t9z9Hrjo9h7pUCmgMxD_c-QCY5KZxXKnJk1xQ
SOLO Q VICTIM#NA1,MASTER,155,Tn-l2GBDhk7khqhMLCtvIidfi0pPV9HMBvwfgZRv4E3jnFRyaRz3W8b6q36OffJ1rhLOuQ8vFKmKpg
helo kity#meow,MASTER,154,c7q3k6TbO53FYUn4BkqMaI5pFW6ztEuSflYdDoX9bWZ8J4eDlXRnx_rXWzrhkQvl9wNEPWVUAEt-iQ
정글의 왕#Fear,MASTER,154,DPJqNDCUvWrRvnNjjM0lrSXN_bhxta2KAP_xG_ZeiKt8ikgRVYmxTWlsVwP2_0mI2K4K2jAm8qLTdw
Toramator#NA1,MASTER,154,IbiXHmDFF7OdlDIxbdWwqRIp_-5MlM-aVVrfJUXNou-O65N8Ml1J4AEu9O76ryv57PX-X7hln_6_Jg
GRANDPA SINGED#NA1,MASTER,154,1g1OGV7GtDZrFG514ugUGk0CQ9PidwBBeay1C_uNG4Giayi1GfqbAm0JB11Wq4uAG3iMDRUD5xf8Tg
